	name	full_name	X	y	mean_VEC	VEC_dif	mean_electronegativity	electronegativity_dif	atom_radius_dif	a2	melting_point_dif	Smix	aomiga	Hmix	Hmix_dif	Hmix_z	Hmix_p	Hmix_n	phase	label
584	Ti0.5Co3CrFeNiAl	Al24.125Ti0.5Cr24.125Fe24.125Co3.0Ni24.125	3.19182	0.83487	6.80375	0.37874	1.75526	0.07001	0.06258	0.01398	0.26811	0.0125	1.54643	-13.47976	2.33E+23	3.07E+23	0	3.07E+23	BCC+FCC	5
585	Al10Co30Cr20Fe35Ni5	Al10.0Cr20.0Fe35.0Co30.0Ni5.0	6.0641	0.85348	7.5	0.25122	1.793	0.05666	0.04428	0.00931	0.18134	0.01189	2.96416	-7.14	1.55E+23	1.87E+23	0	1.87E+23	FCC	1
587	CrMn0.7FeVCu0.14	V33.053333333333335Cr33.053333333333335Mn0.7Fe33.053333333333335Cu0.14	12.88388	0.91183	6.34453	0.19787	1.70584	0.05215	0.02714	0.00429	0.0884	0.00949	4.52605	-4.30515	6.14E+22	8.69E+22	1.44E+22	8.57E+22	BCC	0
588	Mg65Cu15Ag10Y10	Mg65.0Cu15.0Y10.0Ag10.0	1.02301	0.69331	4.35	0.88521	1.4515	0.18415	0.09126	0.01729	0.25625	0.00852	1.22606	-7.69	2.24E+23	3.30E+23	1.60E+22	3.30E+23	AM	4
589	Al0.04CoCrFeMnNi	Al0.04Cr19.991999999999997Mn19.991999999999997Fe19.991999999999997Co19.991999999999997Ni19.991999999999997	12.37978	0.8536	7.998	0.17723	1.76594	0.07835	0.0329	0.00786	0.11938	0.0134	5.76951	-4.18258	8.92E+22	1.04E+23	1.61E+22	1.03E+23	FCC	1
590	Al0.08CoCrFeMnNi	Al0.08Cr19.984Mn19.984Fe19.984Co19.984Ni19.984	12.3307	0.8536	7.996	0.17768	1.76588	0.07836	0.03299	0.00789	0.11977	0.01342	5.746	-4.20515	9.01E+22	1.05E+23	1.61E+22	1.03E+23	FCC	1
591	Al1.8CoCrFeNiTi0.2	Al1.8Ti0.2Cr24.5Fe24.5Co24.5Ni24.5	26.57737	0.83291	8.147	0.20039	1.81566	0.05534	0.02139	0.00251	0.11744	0.01216	4.63176	-4.87002	1.05E+23	1.24E+23	0	1.24E+23	IM	3
592	Al0.7CoCrFeNi	Al0.7Cr24.825Fe24.825Co24.825Ni24.825	71.62432	0.85276	8.21325	0.18719	1.81853	0.05385	0.01283	0.00118	0.1051	0.01179	5.32632	-4.12865	7.89E+22	9.69E+22	0	9.69E+22	BCC+FCC+IM	12
593	AlCoCr0.5FeNi	Al24.875Cr0.5Fe24.875Co24.875Ni24.875	3.01155	0.85465	7.4925	0.35875	1.80676	0.06515	0.06241	0.01356	0.23333	0.01173	1.33624	-13.72229	2.82E+23	3.60E+23	0	3.60E+23	FCC	1
594	Cr4.5Mn13.6Ni38.1Sn0.3Ti12V10Zr21.5	Ti12.0V10.0Cr4.5Mn13.6Ni38.1Zr21.5Sn0.3	1.27523	0.75057	6.884	0.38165	1.65284	0.13651	0.10247	0.01952	0.12972	0.01339	0.81235	-30.87788	5.01E+23	6.47E+23	7.54E+21	6.47E+23	IM	3
595	Al65Cu5Cr5Si15Mn5Ti5	Al65.0Si15.0Ti5.0Cr5.0Mn5.0Cu5.0	1.62969	0.77871	3.95	0.49009	1.664	0.07225	0.07707	0.01224	0.33426	0.00968	0.57739	-20.28	4.13E+23	7.11E+23	3.83E+22	7.10E+23	IM	3
596	Al0.16CoCrFeMnNi	Al0.16Cr19.968Mn19.968Fe19.968Co19.968Ni19.968	12.22622	0.85361	7.992	0.17857	1.76575	0.07838	0.03318	0.00793	0.12054	0.01346	5.69983	-4.25021	9.17E+22	1.06E+23	1.61E+22	1.05E+23	BCC+IM	8
597	Mg80Ni10Nd10	Mg80.0Ni10.0Nd10.0	1.11241	0.75225	2.9	0.82254	1.353	0.14225	0.06909	0.01085	0.24415	0.00531	1.25521	-4.4	1.81E+23	2.53E+23	0	2.53E+23	AM	4
598	Al0.49CoCrFeMnNi	Al0.49Cr19.902Mn19.902Fe19.902Co19.902Ni19.902	11.7803	0.85363	7.9755	0.18222	1.76524	0.07843	0.03394	0.00812	0.12367	0.01357	5.49784	-4.4353	9.82E+22	1.13E+23	1.60E+22	1.12E+23	FCC+BCC	5
599	CoCrFeMnNiPd1.6	Cr19.68Mn19.68Fe19.68Co19.68Ni19.68Pd1.6	11.84125	0.89347	8.032	0.17743	1.77294	0.08328	0.0342	0.00833	0.11802	0.01385	5.46063	-4.56954	1.04E+23	1.19E+23	1.58E+22	1.18E+23	FCC+IM	9
600	CoCrFeHfNi	Cr20.0Fe20.0Co20.0Ni20.0Hf20.0	1.31034	0.76609	7.4	0.29109	1.716	0.13127	0.10105	0.02424	0.15043	0.01338	1.36994	-19.52	3.72E+23	4.34E+23	0	4.34E+23	BCC+IM	8
601	FeMoNiTiVZr	Ti16.666666666666668V16.666666666666668Fe16.666666666666668Ni16.666666666666668Zr16.666666666666668Mo16.666666666666668	1.71683	0.75598	6.16667	0.35549	1.73333	0.15504	0.09316	0.02109	0.18186	0.0149	1.593	-19.77778	3.55E+23	4.05E+23	0	4.05E+23	BCC+IM	8
602	Ti30Zr25Nb25Ta20	Ti30.0Zr25.0Nb25.0Ta20.0	5.00692	0.88264	4.45	0.1118	1.4945	0.06749	0.0478	0.01022	0.21013	0.01144	11.53283	2.44	3.02E+22	3.96E+22	3.96E+22	0	BCC	0
